bin,cont
18,0.0000
24,0.0061
19,0.0083
7,0.2091
9,0.0000
10,0.0035
29,0.0035
34,0.1890
35,0.7498
28,0.0000
1,0.0000
3,0.0000
4,0.0006
2,0.0000
33,0.0006
17,0.0000
23,0.0000
26,0.0000
20,0.0000
11,0.6271
14,0.3729
21,0.0000
15,0.0000
16,0.4323
30,0.0000
22,0.0000
8,0.0000
12,0.0927
27,0.6410
13,0.4878
32,0.0000
31,0.3923
25,0.0000
5,0.0000
6,0.0069
